title,stemmed_tokens
Main Page,"['maria', 'trubnikova', '6', 'januari', '1835', '28', 'april', '1897', 'russian', 'feminist', 'activist', 'wealthi', 'famili', 'orphan', 'young', 'age', 'rais', 'aunt', 'marri', 'konstantin', 'trubnikov', 'age', '19', 'seven', 'children', 'trubnikova', 'host', 'women', 'salon', 'becam', 'center', 'feminist', 'activ', 'alongsid', 'anna', 'filosofova', 'nadezhda', 'stasova', 'mentor', 'trubnikova', 'one', 'earliest', 'leader', 'russian', 'women', 'movement', 'three', 'women', 'refer', 'triumvir', 'found', 'sever', 'organ', 'design', 'promot', 'women', 'cultur', 'econom', 'independ', 'well', 'push', 'higher', 'educ', 'women', 'trubnikova', 'maintain', 'intern', 'connect', 'fellow', 'feminist', 'england', 'franc', 'countri', 'time', 'liber', 'husband', 'grew', 'implac', 'oppos', 'activ', 'separ', 'trubnikova', 'later', 'experienc', 'sever', 'ill', 'die', 'asylum', '1897', 'full', 'articl', 'januari', '6', 'littl', 'christma', 'seven', 'world', 'heritag', 'site', 'seneg', '2025', 'eight', 'tent', 'list', 'unit', 'nation', 'educ', 'scientif', 'cultur', 'organ', 'unesco', 'world', 'heritag', 'site', 'place', 'import', 'cultur', 'natur', 'heritag', 'describ', 'unesco', 'world', 'heritag', 'convent', 'establish', '1972', 'first', 'site', 'seneg', 'inscrib', 'list', 'island', 'goré', '1978', 'recent', 'design', 'site', 'bassari', 'countri', '2012', 'five', 'site', 'seneg', 'list', 'cultur', 'properti', 'two', 'natur', 'properti', 'djoudj', 'nation', 'bird', 'sanctuari', 'pictur', 'twice', 'place', 'list', 'world', 'heritag', 'danger', '1984', '1988', '2000', '2006', 'first', 'time', 'risk', 'pose', 'plan', 'construct', 'dam', 'downstream', 'second', 'time', 'spread', 'invas', 'plant', 'salvinia', 'molesta', 'full', 'list', 'cathedr', 'la', 'laguna', 'roman', 'cathol', 'church', 'san', 'cristóbal', 'de', 'la', 'laguna', 'spanish', 'island', 'tenerif', 'canari', 'island', 'church', 'design', 'cathedr', '1818', 'seat', 'dioces', 'san', 'cristóbal', 'de', 'la', 'laguna', 'includ', 'island', 'tenerif', 'la', 'palma', 'la', 'gomera', 'el', 'hierro', 'current', 'build', 'construct', '1904', '1915', 'replac', 'earlier', 'build', 'begun', '1515', 'cathedr', 'locat', 'histor', 'centr', 'la', 'laguna', 'declar', 'world', 'heritag', 'site', '1999', 'unesco', 'contain', 'element', 'sever', 'architectur', 'style', 'note', 'neoclass', 'facad', 'inspir', 'pamplona', 'cathedr', 'well', 'dome', 'stand', 'promin', 'citi', 'landscap', 'cathedr', 'lie', 'remain', 'alonso', 'fernández', 'de', 'lugo', 'conqueror', 'island', 'founder', 'la', 'laguna', 'photograph', 'show', 'one', 'side', 'chapel', 'cathedr', 'la', 'laguna', '6', 'metr', 'tall', '20', 'ft', 'gild', 'reredo', 'behind', 'altar', 'construct', 'baroqu', 'style', 'first', 'half', '18th', 'centuri', 'reredo', 'largest', 'canari', 'island', 'chapel', 'dedic', 'virgin', 'lo', 'remedio', 'whose', 'statu', 'central', 'nich', 'behind', 'altar', 'reredo', 'featur', 'seven', 'paint', 'attribut', 'hendrick', 'van', 'balen', 'depict', 'scene', 'live', 'jesu', 'mari', 'photograph', 'credit', 'diego', 'delso', 'wikipedia', 'written', 'volunt', 'editor', 'host', 'wikimedia', 'foundat', 'non', 'profit', 'organ', 'also', 'host', 'rang', 'volunt', 'project', 'wikipedia', 'written', 'english', 'mani', 'wikipedia', 'avail', 'largest', 'list']"
